Description,Transaction Date,Transaction Time,Tax Type,Transaction Type,Refund Type,Product Title,Product id,Product Type,Sku Id,Hardware,Buyer Country,Buyer State,Buyer Postal Code,Buyer Currency,Amount (Buyer Currency),Currency Conversion Rate,Merchant Currency,Amount (Merchant Currency),Base Plan ID,Offer ID,Order Number,Order Charged Date,Order Charged Timestamp,Financial Status,Device Model,Product ID,SKU ID,Currency of Sale,Item Price,Taxes Collected,Charged Amount,City of Buyer,State of Buyer,Postal Code of Buyer,Country of Buyer
GPA.3369-8167-2627-57688,"Oct 18, 2021",11:54:43 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,kiev,US,VT,05468,USD,-0.52,0.86055,EUR,-0.45,,,,,,,,,,,,,,,,,
GPA.3374-6690-6577-50153,"Oct 18, 2021",4:14:07 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,X606F,US,LA,71409,USD,3.49,0.86115,EUR,3.01,,,,,,,,,,,,,,,,,
GPA.3374-6690-6577-50153,"Oct 18, 2021",4:14:07 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,X606F,US,LA,71409,USD,-0.52,0.86115,EUR,-0.45,,,,,,,,,,,,,,,,,
GPA.3337-5394-7292-50737,"Oct 18, 2021",7:01:32 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,river,US,NY,14617,USD,5.49,0.8602,EUR,4.72,,,,,,,,,,,,,,,,,
GPA.3337-5394-7292-50737,"Oct 18, 2021",7:01:32 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,river,US,NY,14617,USD,-0.82,0.8602,EUR,-0.71,,,,,,,,,,,,,,,,,
GPA.3308-8934-0469-98210,"Oct 18, 2021",7:02:04 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,river,US,NY,14617,USD,3.49,0.8602,EUR,3.0,,,,,,,,,,,,,,,,,
GPA.3308-8934-0469-98210,"Oct 18, 2021",7:02:04 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,river,US,NY,14617,USD,-0.52,0.8602,EUR,-0.45,,,,,,,,,,,,,,,,,
GPA.3380-7656-9649-54147,"Oct 18, 2021",10:52:22 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a70q,DE,,72770,EUR,3.56,1.0,EUR,3.56,,,,,,,,,,,,,,,,,
GPA.3322-2406-7843-85463,"Oct 18, 2021",11:15:41 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,HWLYA,SE,,21443,SEK,21.08,0.099528,EUR,2.1,,,,,,,,,,,,,,,,,
GPA.3332-7104-2382-01351,"Oct 18, 2021",11:16:11 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,HWLYA,SE,,21443,SEK,33.32,0.099528,EUR,3.32,,,,,,,,,,,,,,,,,
GPA.3363-9381-7698-89467,"Oct 19, 2021",4:36:54 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,sweet,PL,,03-164,PLN,8.98,0.21872,EUR,1.96,,,,,,,,,,,,,,,,,
GPA.3332-6853-1300-84940,"Oct 19, 2021",6:39:51 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,blueline,US,OK,73003,USD,5.49,0.85795,EUR,4.71,,,,,,,,,,,,,,,,,
GPA.3332-6853-1300-84940,"Oct 19, 2021",6:39:51 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,blueline,US,OK,73003,USD,-0.82,0.85795,EUR,-0.7,,,,,,,,,,,,,,,,,
GPA.3363-9943-1950-08355,"Oct 19, 2021",9:16:35 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,rav,US,NJ,08724,USD,3.49,0.8588,EUR,3.0,,,,,,,,,,,,,,,,,
GPA.3363-9943-1950-08355,"Oct 19, 2021",9:16:35 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,rav,US,NJ,08724,USD,-0.52,0.8588,EUR,-0.45,,,,,,,,,,,,,,,,,
GPA.3374-9759-4725-90770,"Oct 19, 2021",9:54:10 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,star2qltesq,US,MT,59934,USD,5.49,0.8588,EUR,4.71,,,,,,,,,,,,,,,,,
GPA.3374-9759-4725-90770,"Oct 19, 2021",9:54:10 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,star2qltesq,US,MT,59934,USD,-0.82,0.8588,EUR,-0.7,,,,,,,,,,,,,,,,,
GPA.3348-3136-9310-18671,"Oct 19, 2021",2:30:18 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,dreamqltesq,US,NY,12549,USD,5.49,0.8595,EUR,4.72,,,,,,,,,,,,,,,,,
GPA.3348-3136-9310-18671,"Oct 19, 2021",2:30:18 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,dreamqltesq,US,NY,12549,USD,-0.82,0.8595,EUR,-0.7,,,,,,,,,,,,,,,,,
GPA.3324-4333-8594-48535,"Oct 19, 2021",2:34:32 PM PDT,,Charge,,Character Manager (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,1,charpf2,beyond2q,US,FL,32937,USD,5.49,0.8595,EUR,4.72,,,,,,,,,,,,,,,,,
GPA.3324-4333-8594-48535,"Oct 19, 2021",2:34:32 PM PDT,,Google fee,,Character Manager (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,1,charpf2,beyond2q,US,FL,32937,USD,-0.82,0.8595,EUR,-0.7,,,,,,,,,,,,,,,,,
GPA.3394-8328-8294-47047,"Oct 19, 2021",5:57:13 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,c2q,US,WA,98403,USD,5.49,0.85945,EUR,4.72,,,,,,,,,,,,,,,,,
GPA.3394-8328-8294-47047,"Oct 19, 2021",5:57:13 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,c2q,US,WA,98403,USD,-0.82,0.85945,EUR,-0.7,,,,,,,,,,,,,,,,,
GPA.3352-5846-5274-15688,"Oct 19, 2021",10:21:44 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a50,US,AZ,85138,USD,3.49,0.85865,EUR,3.0,,,,,,,,,,,,,,,,,
GPA.3352-5846-5274-15688,"Oct 19, 2021",10:21:44 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a50,US,AZ,85138,USD,-0.52,0.85865,EUR,-0.45,,,,,,,,,,,,,,,,,
GPA.3374-6267-6484-83684,"Oct 20, 2021",2:28:27 AM PDT,,Charge,,Character Manager (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,1,charpf2,y2q,US,OH,45236,USD,5.49,0.8602,EUR,4.72,,,,,,,,,,,,,,,,,
GPA.3374-6267-6484-83684,"Oct 20, 2021",2:28:27 AM PDT,,Google fee,,Character Manager (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,1,charpf2,y2q,US,OH,45236,USD,-0.82,0.8602,EUR,-0.71,,,,,,,,,,,,,,,,,
GPA.3301-0466-5818-51057,"Oct 20, 2021",2:46:47 AM PDT,,Charge,,Dungeon Master Tools (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,1,dmtoolspf2,o1s,AU,,6101,AUD,4.35,0.64413,EUR,2.8,,,,,,,,,,,,,,,,,
GPA.3301-0466-5818-51057,"Oct 20, 2021",2:46:47 AM PDT,,Google fee,,Dungeon Master Tools (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,1,dmtoolspf2,o1s,AU,,6101,AUD,-0.65,0.64413,EUR,-0.42,,,,,,,,,,,,,,,,,
GPA.3348-2027-3824-35706,"Oct 20, 2021",3:31:24 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,hero2lte,DE,,65201,EUR,3.56,1.0,EUR,3.56,,,,,,,,,,,,,,,,,
GPA.3378-8320-4471-88216,"Oct 20, 2021",3:32:25 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,d2xq2,US,MT,59901,USD,5.49,0.85815,EUR,4.71,,,,,,,,,,,,,,,,,
GPA.3378-8320-4471-88216,"Oct 20, 2021",3:32:25 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,d2xq2,US,MT,59901,USD,-0.82,0.85815,EUR,-0.7,,,,,,,,,,,,,,,,,
GPA.3347-0234-4398-82086,"Oct 20, 2021",4:09:45 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,star2qltesq,US,OH,44054,USD,3.49,0.85835,EUR,3.0,,,,,,,,,,,,,,,,,
GPA.3347-0234-4398-82086,"Oct 20, 2021",4:09:45 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,star2qltesq,US,OH,44054,USD,-0.52,0.85835,EUR,-0.45,,,,,,,,,,,,,,,,,
GPA.3387-8299-9431-27318,"Oct 20, 2021",10:43:56 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,OnePlus8T,GB,,CH46 3RH,GBP,2.97,1.1857,EUR,3.52,,,,,,,,,,,,,,,,,
GPA.3398-6357-9200-30389,"Oct 21, 2021",5:35:30 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,r8q,US,MO,65202,USD,5.49,0.8591,EUR,4.72,,,,,,,,,,,,,,,,,
GPA.3398-6357-9200-30389,"Oct 21, 2021",5:35:30 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,r8q,US,MO,65202,USD,-0.82,0.8591,EUR,-0.7,,,,,,,,,,,,,,,,,
GPA.3380-7672-9599-81848,"Oct 21, 2021",11:26:24 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,beyond0q,US,CO,80110,USD,5.49,0.8594,EUR,4.72,,,,,,,,,,,,,,,,,
GPA.3380-7672-9599-81848,"Oct 21, 2021",11:26:24 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,beyond0q,US,CO,80110,USD,-0.82,0.8594,EUR,-0.7,,,,,,,,,,,,,,,,,
GPA.3345-5922-2433-84247,"Oct 21, 2021",10:25:20 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a21,US,TX,78261,USD,5.49,0.85995,EUR,4.72,,,,,,,,,,,,,,,,,
GPA.3345-5922-2433-84247,"Oct 21, 2021",10:25:20 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a21,US,TX,78261,USD,-0.82,0.85995,EUR,-0.71,,,,,,,,,,,,,,,,,
GPA.3329-9494-0866-63901,"Oct 22, 2021",4:33:34 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,y2q,US,MN,56082,USD,3.49,0.85885,EUR,3.0,,,,,,,,,,,,,,,,,
GPA.3329-9494-0866-63901,"Oct 22, 2021",4:33:34 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,y2q,US,MN,56082,USD,-0.52,0.85885,EUR,-0.45,,,,,,,,,,,,,,,,,
GPA.3359-3686-3571-16921,"Oct 22, 2021",10:47:52 AM PDT,,Charge,,Character Manager (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,1,charpf2,beyond2q,US,FL,32656,USD,5.49,0.85985,EUR,4.72,,,,,,,,,,,,,,,,,
GPA.3359-3686-3571-16921,"Oct 22, 2021",10:47:52 AM PDT,,Google fee,,Character Manager (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,1,charpf2,beyond2q,US,FL,32656,USD,-0.82,0.85985,EUR,-0.71,,,,,,,,,,,,,,,,,
GPA.3322-2304-3969-77524,"Oct 22, 2021",12:40:59 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a6eltemtr,US,TX,76116,USD,5.49,0.8598,EUR,4.72,,,,,,,,,,,,,,,,,
GPA.3322-2304-3969-77524,"Oct 22, 2021",12:40:59 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a6eltemtr,US,TX,76116,USD,-0.82,0.8598,EUR,-0.71,,,,,,,,,,,,,,,,,
GPA.3310-6727-4195-54340,"Oct 22, 2021",11:15:32 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,1906,MY,SELANGOR,46150,MYR,21.69,0.20689,EUR,4.49,,,,,,,,,,,,,,,,,
GPA.3310-6727-4195-54340,"Oct 22, 2021",11:15:32 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,1906,MY,SELANGOR,46150,MYR,-3.25,0.20689,EUR,-0.67,,,,,,,,,,,,,,,,,
GPA.3348-8338-1051-75954,"Oct 22, 2021",11:16:40 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,1906,MY,SELANGOR,46150,MYR,13.2,0.20689,EUR,2.73,,,,,,,,,,,,,,,,,
GPA.3348-8338-1051-75954,"Oct 22, 2021",11:16:40 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,1906,MY,SELANGOR,46150,MYR,-1.98,0.20689,EUR,-0.41,,,,,,,,,,,,,,,,,
GPA.3348-4047-4200-17640,"Oct 23, 2021",12:59:54 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,denver,US,AZ,86314,USD,3.49,0.8587,EUR,3.0,,,,,,,,,,,,,,,,,
GPA.3348-4047-4200-17640,"Oct 23, 2021",12:59:54 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,denver,US,AZ,86314,USD,-0.52,0.8587,EUR,-0.45,,,,,,,,,,,,,,,,,
GPA.3316-7204-9051-83741,"Oct 23, 2021",5:18:22 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,WSP_sprout,CH,,7220,CHF,5.6,0.9377,EUR,5.25,,,,,,,,,,,,,,,,,
GPA.3316-7204-9051-83741,"Oct 23, 2021",5:18:22 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,WSP_sprout,CH,,7220,CHF,-0.84,0.9377,EUR,-0.79,,,,,,,,,,,,,,,,,
GPA.3384-8618-3975-66566,"Oct 23, 2021",5:20:42 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,f2q,AU,,4350,AUD,4.35,0.64123,EUR,2.79,,,,,,,,,,,,,,,,,
GPA.3384-8618-3975-66566,"Oct 23, 2021",5:20:42 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,f2q,AU,,4350,AUD,-0.65,0.64123,EUR,-0.42,,,,,,,,,,,,,,,,,
GPA.3340-2176-0110-76088,"Oct 23, 2021",2:38:22 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,lake_n,US,OK,74338,USD,5.49,0.8587,EUR,4.71,,,,,,,,,,,,,,,,,
GPA.3340-2176-0110-76088,"Oct 23, 2021",2:38:22 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,lake_n,US,OK,74338,USD,-0.82,0.8587,EUR,-0.7,,,,,,,,,,,,,,,,,
GPA.3323-3468-2592-81049,"Oct 23, 2021",3:34:33 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,redfin,CA,QC,J8G 2X5,CAD,7.49,0.69438,EUR,5.2,,,,,,,,,,,,,,,,,
GPA.3323-3468-2592-81049,"Oct 23, 2021",3:34:33 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,redfin,CA,QC,J8G 2X5,CAD,-1.12,0.69438,EUR,-0.78,,,,,,,,,,,,,,,,,
GPA.3378-3722-4701-55061,"Oct 23, 2021",4:25:20 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,t2q,US,MA,01949,USD,3.49,0.8587,EUR,3.0,,,,,,,,,,,,,,,,,
GPA.3378-3722-4701-55061,"Oct 23, 2021",4:25:20 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,t2q,US,MA,01949,USD,-0.52,0.8587,EUR,-0.45,,,,,,,,,,,,,,,,,
GPA.3396-6348-0493-42615,"Oct 23, 2021",5:29:53 PM PDT,,Charge,,Dungeon Master Tools (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,1,dmtoolspf2,beyond2q,US,FL,32937,USD,3.49,0.8587,EUR,3.0,,,,,,,,,,,,,,,,,
GPA.3396-6348-0493-42615,"Oct 23, 2021",5:29:53 PM PDT,,Google fee,,Dungeon Master Tools (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,1,dmtoolspf2,beyond2q,US,FL,32937,USD,-0.52,0.8587,EUR,-0.45,,,,,,,,,,,,,,,,,
GPA.3347-4293-3093-55797,"Oct 23, 2021",8:38:46 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,onyx,CA,BC,V2K 1Z1,CAD,7.49,0.69438,EUR,5.2,,,,,,,,,,,,,,,,,
GPA.3347-4293-3093-55797,"Oct 23, 2021",8:38:46 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,onyx,CA,BC,V2K 1Z1,CAD,-1.12,0.69438,EUR,-0.78,,,,,,,,,,,,,,,,,
GPA.3363-8909-6119-90280,"Oct 23, 2021",11:25:45 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,j7topeltevzw,US,WA,98528,USD,5.49,0.8587,EUR,4.71,,,,,,,,,,,,,,,,,
GPA.3363-8909-6119-90280,"Oct 23, 2021",11:25:45 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,j7topeltevzw,US,WA,98528,USD,-0.82,0.8587,EUR,-0.7,,,,,,,,,,,,,,,,,
GPA.3308-7306-7439-59002,"Oct 24, 2021",6:44:34 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,raphael,DE,,96250,EUR,3.56,1.0,EUR,3.56,,,,,,,,,,,,,,,,,
GPA.3322-2180-8463-95190,"Oct 24, 2021",10:17:26 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,begonia,GB,,ST5 6RG,GBP,2.97,1.1812,EUR,3.51,,,,,,,,,,,,,,,,,
GPA.3352-9203-0045-01745,"Oct 24, 2021",1:37:43 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,r8q,US,MS,39654,USD,5.49,0.8596,EUR,4.72,,,,,,,,,,,,,,,,,
GPA.3352-9203-0045-01745,"Oct 24, 2021",1:37:43 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,r8q,US,MS,39654,USD,-0.82,0.8596,EUR,-0.7,,,,,,,,,,,,,,,,,
GPA.3351-1067-9964-07057,"Oct 24, 2021",1:41:29 PM PDT,,Charge,,Dungeon Master Tools (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,1,dmtoolspf2,r8q,US,IN,46052,USD,3.49,0.8596,EUR,3.0,,,,,,,,,,,,,,,,,
GPA.3351-1067-9964-07057,"Oct 24, 2021",1:41:29 PM PDT,,Google fee,,Dungeon Master Tools (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,1,dmtoolspf2,r8q,US,IN,46052,USD,-0.52,0.8596,EUR,-0.45,,,,,,,,,,,,,,,,,
GPA.3394-2674-3089-85564,"Oct 24, 2021",1:47:42 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,borneo,US,OR,97220,USD,5.49,0.8596,EUR,4.72,,,,,,,,,,,,,,,,,
GPA.3394-2674-3089-85564,"Oct 24, 2021",1:47:42 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,borneo,US,OR,97220,USD,-0.82,0.8596,EUR,-0.7,,,,,,,,,,,,,,,,,
GPA.3342-2946-8382-70759,"Oct 24, 2021",2:13:18 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,c1q,US,OR,97080,USD,3.49,0.85905,EUR,3.0,,,,,,,,,,,,,,,,,
GPA.3342-2946-8382-70759,"Oct 24, 2021",2:13:18 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,c1q,US,OR,97080,USD,-0.52,0.85905,EUR,-0.45,,,,,,,,,,,,,,,,,
GPA.3338-4596-9415-41009,"Oct 24, 2021",2:28:45 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,Elite_C55,US,MD,21804,USD,5.49,0.85905,EUR,4.72,,,,,,,,,,,,,,,,,
GPA.3338-4596-9415-41009,"Oct 24, 2021",2:28:45 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,Elite_C55,US,MD,21804,USD,-0.82,0.85905,EUR,-0.7,,,,,,,,,,,,,,,,,
GPA.3366-8567-5797-21305,"Oct 24, 2021",2:29:08 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,Elite_C55,US,MD,21804,USD,3.49,0.85905,EUR,3.0,,,,,,,,,,,,,,,,,
GPA.3366-8567-5797-21305,"Oct 24, 2021",2:29:08 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,Elite_C55,US,MD,21804,USD,-0.52,0.85905,EUR,-0.45,,,,,,,,,,,,,,,,,
GPA.3371-3604-4375-01968,"Oct 24, 2021",2:34:01 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,willow,IT,RN,47838,EUR,3.48,1.0,EUR,3.48,,,,,,,,,,,,,,,,,
GPA.3353-4242-3755-20332,"Oct 24, 2021",3:03:27 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a51,US,KY,42240,USD,5.49,0.859,EUR,4.72,,,,,,,,,,,,,,,,,
GPA.3353-4242-3755-20332,"Oct 24, 2021",3:03:27 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a51,US,KY,42240,USD,-0.82,0.859,EUR,-0.7,,,,,,,,,,,,,,,,,
GPA.3379-7147-6024-80640,"Oct 25, 2021",4:46:01 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,starqltesq,US,MI,49534,USD,3.49,0.86015,EUR,3.0,,,,,,,,,,,,,,,,,
GPA.3379-7147-6024-80640,"Oct 25, 2021",4:46:01 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,starqltesq,US,MI,49534,USD,-0.52,0.86015,EUR,-0.45,,,,,,,,,,,,,,,,,
GPA.3326-5153-8342-13518,"Oct 25, 2021",4:46:43 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,starqltesq,US,MI,49534,USD,5.49,0.86015,EUR,4.72,,,,,,,,,,,,,,,,,
GPA.3326-5153-8342-13518,"Oct 25, 2021",4:46:43 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,starqltesq,US,MI,49534,USD,-0.82,0.86015,EUR,-0.71,,,,,,,,,,,,,,,,,
GPA.3387-0948-8585-49549,"Oct 25, 2021",9:12:31 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,sunfish,US,SC,29404,USD,5.49,0.86115,EUR,4.73,,,,,,,,,,,,,,,,,
GPA.3387-0948-8585-49549,"Oct 25, 2021",9:12:31 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,sunfish,US,SC,29404,USD,-0.82,0.86115,EUR,-0.71,,,,,,,,,,,,,,,,,
GPA.3346-0321-4550-28509,"Oct 25, 2021",9:15:06 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,cv7as,US,WA,99006,USD,3.49,0.86115,EUR,3.01,,,,,,,,,,,,,,,,,
GPA.3346-0321-4550-28509,"Oct 25, 2021",9:15:06 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,cv7as,US,WA,99006,USD,-0.52,0.86115,EUR,-0.45,,,,,,,,,,,,,,,,,
